emp_no,first_name,last_name,dept_no
64707,Brigham,Chachaty,d007
64728,Akhilish,Hedayat,d005
64728,Akhilish,Hedayat,d008
64731,Fumino,Rosay,d004
64753,Shahid,Swan,d007
64755,Mang,Shackel,d001
64755,Mang,Shackel,d003
64761,Dekang,Fujisaki,d005
64774,Marsal,Kroft,d004
64774,Marsal,Kroft,d009
64782,Bluma,Sommer,d005
64783,Willard,Ramsey,d007
64784,Charlene,Boreale,d004
64784,Charlene,Boreale,d009
64785,Zhigen,Miyakawa,d002
64794,Khun,Jiang,d005
64794,Khun,Jiang,d009
64796,Xiadong,Auria,d007
64832,Boalin,Emmerich,d005
64837,Mantis,Petereit,d005
64855,Elrique,Hiltgen,d005
64862,Mototsugu,Dulli,d004
64872,Dayanand,Thibadeau,d007
64889,Emdad,Pauthner,d004
64893,Yoshimitsu,Billawala,d008
64904,Xiaocheng,Aloia,d006
64916,Mohit,Hmelo,d001
64916,Mohit,Hmelo,d007
64917,Mokhtar,Litecky,d009
64933,Kristin,Mungall,d001
64941,Angel,Hockney,d003
64955,Mariusz,Karner,d005
64960,Chinho,Gonthier,d004
64969,Jasminko,Kawashima,d005
64974,Lijia,Penn,d005
64974,Lijia,Penn,d008
64991,Nirmal,Legleitner,d009
65001,Jongsuk,Hardjono,d004
65001,Jongsuk,Hardjono,d005
65004,Guttorm,Tiemann,d009
65014,Geoffry,Narahara,d004
65028,Yifei,Businaro,d007
65029,Theirry,Kaltofen,d004
65045,Abdelkader,Koshiba,d005
65049,Keung,Kropf,d002
65056,Masako,Haldar,d005
65061,Shushma,Flowers,d005
65084,Aksel,Bhattacharjee,d009
65097,Yinlin,Meszaros,d007
65102,Souichi,Delgrange,d003
65106,Nadjib,Hartvigsen,d004
65108,Hirochika,Lunn,d004
65113,Arif,Brender,d001
65113,Arif,Brender,d003
65131,Shakhar,Akiyama,d007
65136,Terresa,Undy,d007
65144,Nectarios,Deyuan,d002
65162,Marko,Peot,d005
65167,Torsten,Borovoy,d005
65173,Karlis,Binkley,d007
65199,Ipke,Spataro,d007
65215,Joydip,Garnham,d007
65216,Masato,Leuchs,d004
65217,Magdalena,Leijenhorst,d005
65222,Wilmer,Zaumen,d007
65240,Sakthirel,Kabayashi,d004
65243,Xiaoheng,Chinen,d004
65248,Shrikanth,Felcyn,d005
65259,Kazuhide,Luef,d005
65280,Arun,Aloia,d005
65290,Sanjay,Wielonsky,d005
65308,Jouni,Pocchiola,d003
65311,Terresa,Assaf,d001
65316,Aimee,Papastamatiou,d004
65358,Kshitij,Cooley,d005
65366,Bartek,Lindenbaum,d005
65367,Weiwu,Heyers,d004
65368,Dung,Ladret,d005
65372,Amalendu,Lenart,d004
65372,Amalendu,Lenart,d005
65387,Nathalie,Muchinsky,d005
65390,Dayanand,Bail,d004
65392,Poorav,Aseltine,d002
65392,Poorav,Aseltine,d007
65393,Shietung,Lubachevsky,d001
65394,Jacqueline,Lamma,d007
65417,Toney,Karnin,d004
65428,Herbert,Luby,d007
65431,Emdad,Streit,d004
65443,Sreekrishna,Bresenham,d001
65448,Menkae,Benzaken,d007
65449,Vasiliy,Steenbeek,d001
65458,Dmitri,Domenig,d002
65466,Mona,Lagarias,d004
65467,Jeane,Perng,d007
65486,Arch,Cincotta,d004
65486,Arch,Cincotta,d006
65487,Shalesh,Cools,d002
65490,Xiaobin,Wixon,d005
65493,Zeydy,Cummings,d007
65494,Khoa,Yoshizawa,d009
65498,Rildo,Garrabrants,d008
65502,Weiru,Junot,d004
65506,Guozhong,Khalil,d005
65510,Valeska,Brodie,d004
65513,Huican,Fandrianto,d009
65515,Phillip,Teitelbaum,d001
65515,Phillip,Teitelbaum,d007
65517,Visit,Ducloy,d004
65533,Monique,Mawatari,d005
65538,Moheb,Plesums,d006
65543,Mahmut,Verhoeff,d005
65551,Zhenhua,Nittel,d008
65559,Feipei,Nishimukai,d007
65568,Mark,Ventosa,d004
65569,Sachio,Picci,d003
65572,Hironoby,Bernardeschi,d005
65579,Adit,Orsini,d001
65579,Adit,Orsini,d007
65591,Apostol,Riesenhuber,d001
65594,Dietrich,Sadowski,d006
65595,Kasidit,Fujisaki,d005
65599,Gen,Sethi,d001
65605,Howell,Matzen,d005
65611,Kwangho,Danecki,d004
65612,Somnath,Senzako,d004
65619,Kazuhira,Rosch,d006
65641,Vishu,Winter,d005
65657,Arno,Seiwald,d007
65663,Rafael,Leppanen,d004
65663,Rafael,Leppanen,d006
65669,Rafail,Muhlberg,d006
65674,Cathie,Sadowski,d001
65702,Kristian,Nergos,d004
65706,Troy,Munck,d005
65711,Sarita,Kalloufi,d004
65715,Nevin,Gniady,d005
65721,Marjo,Snedden,d005
65721,Marjo,Snedden,d008
65727,Matt,Ranst,d005
65738,Ramachenga,Marrakchi,d008
65746,Xiaoshan,Chiola,d004
65748,Masoud,Gimarc,d007
65752,Pasqua,Schreiter,d004
65760,Chenxi,Morrey,d004
65791,Elvia,Raczkowsky,d004
65793,Serenella,Cummings,d008
65801,Arif,Munch,d006
65803,Lijia,Michaeli,d004
65804,Otilia,Driscoll,d003
65806,Divier,Ellozy,d003
65807,Guttorm,Ranze,d005
65832,Anoosh,Lamba,d001
65834,Vidya,Marletta,d001
65834,Vidya,Marletta,d003
65835,Arra,Beetstra,d007
65840,Sreekrishna,Magalhaes,d006
65842,Lubomir,Paludetto,d004
65858,Martins,Awdeh,d005
65868,Guoxiang,Cools,d005
65869,Premsyl,Nittel,d001
65876,Yagil,Vieth,d001
65894,Yakkov,Haraldson,d007
65899,Anyuan,Ranta,d005
65952,Debaprosad,Vesna,d004
65958,Heon,Bierman,d003
65966,Jessie,Macedo,d001
65966,Jessie,Macedo,d007
65974,Fayez,Schicker,d001
65974,Fayez,Schicker,d007
65978,Fay,Chaudhuri,d007
65981,Jayson,Bharadwaj,d004
66019,Surveyors,Rosis,d005
66039,JoAnna,Georgatos,d001
66062,Zita,Ranta,d007
66067,Aruna,Domenig,d004
66067,Aruna,Domenig,d006
66073,Zhongwei,Marrevee,d009
66086,Sverrir,Salvesen,d004
66120,Nobuyoshi,Pusterhofer,d008
66123,Jinxi,Comte,d005
66126,Basil,Schneeberger,d006
66131,Kasturi,Vuskovic,d004
66131,Kasturi,Vuskovic,d009
66145,Hironobu,Ashish,d005
66159,Fuqing,Jervis,d005
66170,Aksel,Ohori,d004
66170,Aksel,Ohori,d005
66183,Ortrud,Frijda,d005
66198,Seongbin,Edelhoff,d007
66202,Kolar,Giveon,d004
66205,Yannik,Argence,d008
66217,Dmitry,Karner,d001
66218,Branimir,Gulak,d009
66223,Yakichi,Rattan,d002
66225,Mayumi,Stifter,d007
66226,Deniz,Baba,d004
66229,Dannz,Mayerwieser,d001
66229,Dannz,Mayerwieser,d007
66231,Chaosheng,Keohane,d005
66247,Aleksandar,Mitina,d004
66254,Ghassan,Mahnke,d007
66258,Sumant,Schonegge,d008
66289,Taizo,Keohane,d007
66291,Tzu,Ouhyoung,d005
66293,Jaewon,Stroustrup,d002
66296,Aloke,Iivonen,d006
66314,Alagu,Sluis,d001
66336,Youjian,Sidje,d004
66351,Shir,Bierbaum,d004
66356,Masato,Coorg,d007
66361,Almudena,Boudaillier,d003
66364,Jaewon,Picco,d004
66364,Jaewon,Picco,d005
66374,Gen,Thambidurai,d002
66376,Berhard,Antonisse,d008
66380,Sumant,Furudate,d009
66383,Herbert,Marsiglia,d003
66419,Przemyslawa,Perna,d005
66419,Przemyslawa,Perna,d008
66425,Mats,Eppinger,d005
66434,Martins,Mungall,d004
66435,Sampalli,Braunschweig,d004
66445,Kazuyasu,Zykh,d007
66447,Greger,Conia,d005
66455,Doohun,Puppo,d007
66460,Xiaoheng,Antonisse,d004
66467,Zine,Erdmenger,d005
66475,Gopalakrishnan,Birsak,d005
66477,Christfried,Borstler,d005
66480,Subhrajyoti,Tempesti,d007
66481,Nalini,McClurg,d005
66485,Nadjib,Morrey,d005
66486,Tonia,Ghelli,d005
66502,Changho,Ducloy,d004
66516,Akeel,Crouzet,d003
66519,Masami,Selenyi,d001
66520,Juichirou,Bakhtari,d006
66521,Taiji,Krychniak,d006
66526,Uwe,Casley,d004
66536,DeForest,Malinowski,d004
66552,Sakthirel,Erva,d009
66556,Hongzhu,Remmele,d004
66556,Hongzhu,Remmele,d005
66560,Leaf,Lammel,d007
66565,Kien,Perez,d005
66577,Serap,Reutenauer,d004
66588,Zine,Itschner,d001
66588,Zine,Itschner,d009
66589,Troy,Yurov,d005
66597,Hugo,Krychniak,d004
66597,Hugo,Krychniak,d008
66603,Dipankar,Mamelak,d004
66604,Bezalel,Hiroyama,d005
66605,Chiranjit,Suermann,d001
66605,Chiranjit,Suermann,d007
66625,Wayne,Jeong,d004
66625,Wayne,Jeong,d006
66646,Chanjung,Erman,d005
66647,Charmane,Leppanen,d004
66647,Charmane,Leppanen,d005
66650,Luigi,Lanzelotte,d004
66655,Tomokazu,Castellani,d004
66668,Achilleas,Reeken,d009
66686,Gopalakrishnan,Flanders,d004
66687,Kien,Simmen,d001
66687,Kien,Simmen,d007
66695,Mihalis,Bondorf,d008
66713,LiMin,Zyda,d002
66716,Elgin,Kermarrec,d007
66743,Hilary,Versino,d004
66744,Chuanyi,Puppe,d005
66744,Chuanyi,Puppe,d008
66753,Margo,Ramsey,d004
66754,Mabhin,Angiulli,d004
66775,Mariangiola,Milicia,d005
66801,Bogdan,Orlowska,d004
66802,Mohit,Karlin,d002
66828,Frederique,Narahara,d005
66837,Parto,Daescu,d004
66848,Supot,Brickell,d009
66851,Mona,Lyonns,d005
66858,Morris,Perng,d009
66866,Luise,Sundgren,d005
66867,Behnaam,Biron,d002
66869,Pasqua,Worfolk,d004
66907,Turgut,Bardell,d003
66909,Demin,Sooriamurthi,d004
66921,Weiru,Deville,d005
66937,Chenye,Heering,d005
66945,Perry,Kusakabe,d001
66945,Perry,Kusakabe,d007
66957,Gino,Shrader,d009
66961,Lech,Albarhamtoshy,d007
66980,Pranay,Osgood,d002
66982,Youpyo,Rosti,d008
66991,Khoa,Ranum,d004
66993,Malu,Georgakopoulos,d002
67006,Elvia,Alblas,d004
67006,Elvia,Alblas,d009
67011,Van,McClure,d003
67014,Arup,Jakobus,d002
67029,Sorina,Heydon,d008
67033,Weiru,Schaaf,d004
67046,Keiichiro,Thebaut,d008
67051,Randy,Pearson,d005
67066,Josyula,Perez,d005
67076,Jasminko,Farris,d005
67084,Shigeo,Isaak,d004
67112,Sreekrishna,Henders,d002
67115,Siamak,Bernardeschi,d006
67135,Candida,Fendler,d008
67138,Surveyors,Kaltofen,d004
67146,Horward,Hertweck,d007
67164,Eckart,Bade,d004
67165,Chikako,Schapire,d007
67198,Fuqing,Schahn,d009
67216,Yongmao,Streng,d005
67227,Shuky,Showalter,d005
67233,Gad,Baalen,d002
67253,Shiv,Szmurlo,d005
67272,Val,Minakawa,d002
67301,Xuedong,Danlos,d007
67306,Peternela,Molenkamp,d005
67327,Tomokazu,Ernst,d005
67333,Takahiro,Ebeling,d004
67333,Takahiro,Ebeling,d009
67345,Mani,Rando,d005
67352,Masaru,Awdeh,d005
67357,Pradeep,Millington,d009
67362,Ranga,Cardazo,d003
67366,Ayonca,Bratten,d006
67367,Karlis,Birch,d007
67377,Mingdong,Sherertz,d004
67379,Masadi,Srimani,d004
67381,Gita,Weedon,d008
67395,Sakthirel,Basart,d006
67402,Maya,Ruemmler,d001
67402,Maya,Ruemmler,d007
67404,Shaz,Shobatake,d005
67426,Haldun,Geffroy,d005
67428,Dharmaraja,Diderrich,d005
67438,Niranjan,Makinen,d005
67450,Khosrow,Seiwald,d001
67451,Siamak,Stellhorn,d005
67476,Gino,Kilgour,d004
67476,Gino,Kilgour,d009
67477,Morrie,Vasanthakumar,d005
67483,Oguz,Chartres,d005
67500,Vasiliy,Laurillard,d009
67506,Collette,Verhoeff,d007
67523,Pohua,Gelosh,d005
67523,Pohua,Gelosh,d008
67526,Shay,Roisin,d004
67529,Alejandro,Passino,d005
67537,Somnath,Uludag,d002
67549,Ute,Pezzoli,d004
67553,Freyja,Hutter,d007
67554,Xiaoheng,Bhattacharjee,d005
67567,Yuqun,Delgrossi,d008
67570,Odysseas,Baig,d002
67570,Odysseas,Baig,d007
67571,Gro,Iisaka,d003
67572,Gro,Katalagarianos,d005
67574,Lijie,Aingworth,d005
67578,Perry,Muhlberg,d004
67589,Hausi,Lampe,d002
67589,Hausi,Lampe,d003
67594,Jiann,Aingworth,d003
67609,Poornachandra,Berztiss,d007
67613,Hyuncheol,Andreotta,d004
67624,Atreyi,Luks,d009
67632,Anestis,Schusler,d006
67640,Gen,Glinert,d005
67640,Gen,Glinert,d008
67653,Mabo,Rathonyi,d005
67660,Kwangjo,Pena,d007
67667,Basant,Butterworth,d003
67675,Gila,Schiper,d004
67682,Moni,Ozeri,d008
67683,Domenico,Linares,d004
67684,Vincent,Pintelas,d005
67686,Lucien,Junet,d002
67701,Chikara,Herbst,d006
67709,Huei,Attimonelli,d009
67729,Candida,Molenkamp,d005
67740,Reinhard,Stifter,d005
67741,Yishay,Koblitz,d005
67742,Toong,Hasham,d004
67761,Jagoda,Rothe,d009
67767,Elvis,Demos,d009
67774,Jongsuk,Fabrizio,d004
67779,Niclas,Welham,d007
67782,Almudena,Luga,d004
67797,Chaoyi,Azuma,d003
67804,Margareta,Vesel,d002
67807,Zissis,Ramalingam,d007
67812,Reinhold,Reinhart,d005
67815,Zongyan,Coney,d005
67820,Gay,Colorni,d005
67823,Szabolcs,Muhlberg,d005
67826,Selwyn,Detkin,d002
67833,Aleksander,Iivonen,d002
67835,Behnaam,Luft,d007
67837,Barun,Heyers,d001
67845,Xuejun,Back,d007
67848,Shawna,Litzkow,d004
67848,Shawna,Litzkow,d009
67853,King,Perl,d005
67862,Sven,Brizzi,d007
67879,Hongzue,Michaels,d004
67885,Nishit,Suermann,d005
67896,Werner,Guardalben,d004
67929,Richard,Iisaka,d005
67936,Valery,Bardell,d009
67937,Odinaldo,Bashian,d004
67948,Shay,Berztiss,d004
67948,Shay,Berztiss,d008
67954,Aleksandar,Liedekerke,d004
67962,Jiann,Stille,d004
67967,Marin,Stille,d005
67968,Christoper,Narahara,d007
67983,Gererd,Heusch,d004
67983,Gererd,Heusch,d009
67989,Adib,Schwaller,d003
67994,Hatim,Paludetto,d004
67994,Hatim,Paludetto,d005
67999,Sorina,Herber,d007
68001,Marlo,Panwar,d005
68003,Kellie,Ratzlaff,d005
68005,Hilary,Montresor,d005
68010,Mohan,Tsunoo,d006
68028,Richara,Syang,d007
68055,Narain,Jansen,d004
68063,Karlis,Gide,d004
68110,Ewing,Erni,d004
68110,Ewing,Erni,d009
68123,Shakhar,Rissland,d007
68124,Zhiguo,Gonthier,d003
68138,Qunsheng,Poujol,d004
68142,Aran,Nishimukai,d007
68147,Breannda,Zhang,d005
68170,Etsuo,Kavanagh,d004
68173,Gererd,Litzkow,d009
68179,Guangming,Nyanchama,d004
68199,Kwok,Litzkow,d004
68218,Miquel,Renear,d004
68233,Frederique,Penz,d006
68236,Harngdar,Farrow,d004
68245,Valeska,Ramamoorthy,d001
68258,Kerryn,Acton,d006
68269,Marjo,Falster,d005
68269,Marjo,Falster,d008
68293,Faiza,Mateescu,d005
68313,Rosalie,Ferriere,d006
68321,Aris,Harbusch,d005
68350,Arve,Speckmann,d005
68367,Emdad,Vandervoorde,d008
68381,Stabislas,Hasham,d007
68407,Jahangir,Peternell,d007
68432,Tsuneo,Staylopatis,d008
68433,Maya,Wossner,d002
68433,Maya,Wossner,d003
68454,Weicheng,Kampfer,d005
68478,Rutger,Plotkin,d003
68499,Arfst,Bael,d004
68500,Leah,Stellhorn,d007
68500,Leah,Stellhorn,d009
68508,Annemarie,Swist,d005
68528,Sailaja,Ghalwash,d006
68536,Zorica,Perly,d005
68538,Kwangjo,Velasco,d001
68542,Licheng,Pollacia,d004
68550,Alper,Perin,d005
68550,Alper,Perin,d008
68552,Abdelkader,Gronowski,d009
68568,Iara,Raney,d007
68570,Kamakshi,Alvarado,d003
68578,Weidon,Baranowski,d004
68585,Vatsa,Bail,d003
68596,Sergi,Penz,d009
68599,Alair,Zucker,d001
68599,Alair,Zucker,d007
68603,Fabrizio,Rusterholz,d007
68604,Kannan,Dymetman,d007
68607,Xuejia,Zallocco,d007
68626,Pragnesh,Schrift,d004
68642,Arvind,Jumpertz,d002
68673,Elvia,Bale,d004
68679,Takahiro,Dredge,d003
68690,Elgin,Juneja,d005
68692,Behnaam,Monarch,d005
68699,Harjit,Baby,d008
68705,Arunas,Ferretti,d005
68709,Marke,Zaccaria,d005
68714,Alselm,Nishimukai,d004
68714,Alselm,Nishimukai,d006
68717,Yishai,Chenoweth,d006
68744,Khedija,Spelt,d005
68747,Chikara,Binkley,d005
68756,Jayesh,Syang,d009
68761,Rasikan,Zuberek,d005
68761,Rasikan,Zuberek,d009
68769,Gill,Akaboshi,d002
68770,Perla,Lunn,d002
68770,Perla,Lunn,d003
68773,Hugo,Isaac,d005
68780,Berni,Itschner,d005
68788,Reuven,Kaiser,d004
68798,Theirry,Murtagh,d004
68798,Theirry,Murtagh,d006
68801,Ymte,Ramsay,d005
68808,Morrie,Beerel,d005
68809,Oldrich,Menhardt,d008
68839,Shuky,Famili,d007
68840,Quingbo,Nourani,d001
68843,Yucel,Kalafatis,d002
68862,Christoper,Schonegge,d004
68872,Dzung,Munro,d009
68880,Elvis,Assaf,d007
68890,Mantis,Baer,d002
68895,Suvo,Senzako,d002
68900,Pohua,Sevcikova,d005
68901,Aron,Gilg,d006
68909,Jayson,Rajcani,d005
68910,Basim,Maccarone,d001
68911,Francoise,Ratzlaff,d004
68913,Tayeb,Seuren,d009
68914,Subhankar,Hebert,d004
68914,Subhankar,Hebert,d008
68917,Menkae,Peot,d005
68919,Licheng,Aamodt,d004
68940,Froduald,Garrabrants,d007
68947,Toshimo,Bergere,d002
68951,Shichao,Leppanen,d004
68951,Shichao,Leppanen,d006
68964,Fai,Francisci,d005
68966,Shuho,Carrera,d001
68978,Rildo,Dalton,d009
68998,Remko,Serra,d006
69007,Brewster,McAffer,d009
69014,Xuejun,Chenney,d004
69019,Valdiodio,Rothenberg,d007
69020,Udo,Masaki,d005
69022,Kendra,Benzmuller,d001
69027,Make,Gihr,d002
69032,Dhritiman,Mawatari,d004
69050,Nidapan,Anily,d007
69064,Alair,Babb,d004
69084,Kazuhisa,Thisen,d001
69092,Sreenivas,Denna,d004
69118,Irena,Lakshmanan,d002
69122,Weiwu,Templeman,d004
69122,Weiwu,Templeman,d009
69131,Shuzo,Hebert,d008
69136,Younwoo,Busillo,d004
69166,Bernd,Chiodo,d003
69173,Georgy,Adachi,d009
69177,Shan,Marchegay,d005
69181,Toshiko,Schiper,d002
69206,Bojan,Melichar,d005
69217,Atreyi,Brandsma,d004
69222,Elliott,Llado,d004
69226,Reinhold,Wursthorn,d005
69228,Urs,Shimshoni,d006
69230,Florian,Pews,d004
69246,Yonghoan,Maksimenko,d004
69263,Sreekrishna,Iisaku,d004
69271,Debatosh,Zyda,d004
69287,Frazer,Luders,d005
69297,Fei,Range,d004
69316,Paraskevi,Radhakrishnan,d006
69325,Pranas,Dredge,d005
69325,Pranas,Dredge,d009
69333,Jianhao,Zirintsis,d006
69355,Dmitry,Borovoy,d005
69360,Lenore,Hanratty,d004
69366,Georg,Schrift,d005
69387,Danny,Mitsuhashi,d005
69405,Lijia,Heping,d008
69418,Jixiang,Steinauer,d001
69418,Jixiang,Steinauer,d003
69421,Nahla,Clemencon,d008
69425,Kristen,Orsini,d004
69428,Dzung,Shimshoni,d008
69445,Gift,Puppo,d007
69446,Pranay,Melter,d005
69455,Radhakrishnan,Nastansky,d004
69455,Radhakrishnan,Nastansky,d006
69493,Odoardo,Greibach,d005
69506,Marke,Cappelletti,d004
69506,Marke,Cappelletti,d005
69507,Alassane,Weedon,d002
69524,Leon,Vrecion,d005
69544,Flemming,Falster,d002
69555,Golgen,Sabnani,d001
69555,Golgen,Sabnani,d007
69562,Tua,Haumacher,d004
69570,Katsuyuki,Reinhart,d005
69578,Shim,Sewelson,d007
69582,Pragnesh,Hofstetter,d003
69598,Elvis,Hofstetter,d004
69601,Sachar,Lieblein,d003
69602,Naftaly,Litzkow,d007
69607,Candido,Parhami,d009
69613,Gay,Tsukuda,d009
69621,Atilio,Takkinen,d004
69625,Remmert,Taneja,d007
69632,Limsoon,Nations,d005
69635,Djelloul,Garrabrants,d004
69637,Tse,Basart,d007
69639,Christoper,Picci,d004
69647,Deborah,Pileggi,d001
69647,Deborah,Pileggi,d007
69651,Divier,Decaestecker,d001
69652,Josyula,Oehlmann,d004
69654,Paris,Hofman,d005
69665,Uzi,Fioravanti,d007
69670,Phillip,Limongiello,d009
69676,Shin,Henseler,d004
69682,Gor,Siksek,d004
69687,Oksana,Minakawa,d004
69688,Kazuyasu,Skogmar,d003
69697,Zengping,Nourani,d005
69697,Zengping,Nourani,d008
69714,Anneke,Kavvadias,d005
69717,Boalin,Gecsei,d007
69732,Vitaly,Maraist,d009
69737,Sarita,Conta,d008
69758,Arup,Yurov,d005
69767,Nakhoon,Glowinski,d005
69771,Chaitali,Ibel,d003
69773,Elzbieta,Kisuki,d005
69790,Werner,Leslie,d001
69790,Werner,Leslie,d007
69807,Olivera,Emmerich,d003
69821,Francoise,Birdsall,d006
69829,Akhilish,Koprowski,d004
69835,Deborah,Birdsall,d004
69845,Kinh,Tanemo,d004
69845,Kinh,Tanemo,d009
69874,Doohun,Menyhert,d005
69874,Doohun,Menyhert,d008
69888,Billur,Speel,d004
69897,Stamatina,Kamber,d007
69928,Abdelkader,Nourani,d001
69928,Abdelkader,Nourani,d003
69932,Surveyors,Stenning,d005
69940,Gonzalo,Mattern,d001
69946,Theirry,Varker,d004
69960,Lein,Sooriamurthi,d006
69982,Sanjoy,Lindqvist,d007
69987,Shem,Collette,d002
69993,Anwar,Silva,d007
70004,Shih,VanScheik,d008
70023,Bodh,Plotkin,d004
70027,Manton,Schieder,d005
70032,Guttorm,Oppitz,d003
70040,Along,Montemayor,d005
70049,Dipankar,Domenig,d005
70059,Valeri,Tiemann,d007
70068,Noritoshi,Beidas,d009
70077,Vesna,Panienski,d005
70087,Ronghao,Lemarechal,d007
70087,Ronghao,Lemarechal,d009
70090,Oldrich,Anandan,d002
70091,Vasilii,Haldar,d009
70105,Van,Hardjono,d004
70117,Arie,Bail,d005
70132,Gal,Manders,d007
70146,Tiina,Atrawala,d004
70162,Danai,Wrigley,d005
70164,Ult,Bergere,d004
70171,Sadun,Himler,d004
70172,Toshimo,Beerel,d005
70180,Renee,Cichocki,d007
70190,Zeljko,Luiz,d004
70197,Nishit,Fritzsche,d004
70197,Nishit,Fritzsche,d005
70217,Aksel,Iivonen,d001
70217,Aksel,Iivonen,d009
70218,Stabislas,Luga,d001
70219,Ramzi,Suessmith,d004
70239,Cedric,McFarlin,d005
70250,Erez,Arlazarov,d002
70270,Zsolt,Cusworth,d004
70287,Nimmagadda,McConalogue,d007
70296,Nalini,Vadhan,d005
70310,Neven,Ranai,d007
70311,Abdelaziz,Kugler,d009
70350,Kwun,Swen,d008
70354,Minghong,Gammage,d005
70374,Girolamo,Macedo,d004
70374,Girolamo,Macedo,d005
70380,Alassane,Denos,d007
70386,Guiseppe,Mamelak,d005
70400,Srinidhi,Lorcy,d008
70421,Amstein,Birke,d004
70422,Zine,Krichel,d005
70425,Mechthild,Businaro,d001
70425,Mechthild,Businaro,d007
70426,Gilbert,Hanratty,d004
70465,Kien,Ligten,d004
70478,Basil,Peac,d005
70485,Sachio,Mondadori,d004
70502,Jiann,Weedon,d001
70502,Jiann,Weedon,d007
70514,Christoper,Highland,d005
70516,Danny,Mamelak,d008
70519,Mohammad,Aingworth,d004
70519,Mohammad,Aingworth,d006
70528,Khun,Gimarc,d004
70528,Khun,Gimarc,d008
70530,Qunsheng,Stille,d006
70535,Dante,Speel,d002
70540,Vasilis,Ullian,d009
70550,Maren,Ressouche,d009
70563,Naraig,Klerer,d003
70564,Supot,Chiola,d006
70565,Fumiya,Bergere,d004
70571,Randy,Sooriamurthi,d001
70573,Janalee,Chachaty,d009
70579,Seshu,Polajnar,d005
70584,Arun,Flasterstein,d005
70602,Hongzhu,Maquelin,d004
70614,Nevio,Furedi,d005
70629,Shay,DiGiano,d007
70659,Kauko,Domenig,d007
70661,Leni,Bernardinello,d004
70666,Ronghao,Veeraraghavan,d007
70675,Edwin,Avouris,d007
70679,Aluzio,Hagimont,d001
70720,Hidefumi,Denny,d003
70722,Maren,Sudbeck,d002
70735,Shaowei,Spataro,d005
70738,Shaleah,Kemmerer,d005
70738,Shaleah,Kemmerer,d009
70739,Przemyslawa,Kakkar,d007
70743,Matk,Genin,d006
70751,Danil,Heusch,d005
70752,Vugranam,Chiola,d004
70763,Jahangir,Lorch,d004
70767,Hinrich,Gewali,d006
70785,Jiakeng,Swan,d005
70787,Reinhard,Masaki,d007
70791,Aamod,Avouris,d005
70797,Alejandro,Tiemann,d005
70809,Premal,Welham,d005
70810,Vishwani,Brodal,d002
70810,Vishwani,Brodal,d007
70824,Kauko,Mawatari,d001
70830,Jiakeng,Maksimenko,d005
70830,Jiakeng,Maksimenko,d008
70877,Prasadram,Weiland,d004
70887,Tsutomu,Bratten,d004
70898,Ranan,Radhakrishnan,d005
70914,Dinah,Antonisse,d002
70919,Anwar,Casley,d005
70956,Almudena,Genther,d004
70964,Berhard,Seghrouchni,d005
70970,Yuuichi,Vesna,d005
70982,Rasikan,Kamber,d006
71041,Frazer,Borovoy,d004
71057,Christfried,Orsini,d007
71057,Christfried,Orsini,d009
71060,Suebskul,Tokunaga,d008
71076,Huei,Rosca,d007
71099,Adly,Azevdeo,d004
71100,Taisook,Karnin,d005
71102,Indrajit,Juneja,d003
71113,Anwar,Atrawala,d003
71114,Jagoda,Kakkar,d004
71118,Chirstian,Tasistro,d007
71120,Kerryn,Marchegay,d002
71120,Kerryn,Marchegay,d003
71121,Aris,Atrawala,d003
71127,Annemarie,Belinskaya,d008
71128,Selwyn,Dolinsky,d005
71130,Khalid,Jervis,d006
71167,Sham,Gimbel,d009
71194,Fox,Lampe,d006
71214,Kiyomitsu,Toyoshima,d005
71220,Nadjib,Peek,d004
71246,Toshimitsu,Paludetto,d007
71255,Mrinalini,Halloran,d005
71262,Shigenori,Vecchio,d003
71263,Suvo,Farrar,d001
71268,Remko,Dalphin,d001
71270,Saeko,Crooks,d003
71300,Deborah,Beilner,d002
71302,Zhenbing,Heiserman,d004
71307,Tadahiro,Bade,d003
71320,Xuejia,Caine,d001
71323,Shunichi,Brizzi,d005
71341,Seongbin,Tetzlaff,d005
71351,Otmar,Guerreiro,d007
71362,Cathie,Mellouli,d003
71365,Remzi,Bratsberg,d005
71375,Masoud,Khamsi,d007
71383,Vidya,Ohori,d009
71391,Youjian,Morris,d003
71398,Sanjeeva,Krohn,d007
71398,Sanjeeva,Krohn,d009
71399,Kasturi,Rodier,d004
71405,Shuzo,Miake,d005
71416,Jayson,Demir,d005
71420,Oksana,Schnelling,d004
71424,Vishu,Kroha,d004
71451,Munenori,Chelton,d002
71458,Kazuhiro,Welham,d006
71463,Ferdinand,Lagarias,d009
71471,Bernice,Peak,d004
71471,Bernice,Peak,d005
71472,Bingning,Irland,d004
71478,Margo,Schahn,d008
71490,Yannis,Vieri,d007
71501,Nagui,Yurek,d005
71503,Chinhyun,Plumb,d007
71509,Ioana,Feinberg,d005
71522,Randi,Flasterstein,d006
71528,Marjo,Deverell,d005
71528,Marjo,Deverell,d008
71535,Cristinel,Falco,d004
71541,Kwangsub,Chartres,d002
71545,Denny,Nittel,d009
71586,Jianwen,Cannard,d007
71588,Junichi,Colorni,d007
71590,Irene,Beerel,d005
71592,Kitty,Rusterholz,d003
71598,Jianhua,Osgood,d003
